Iteration,Avg Throughput
1000,0.53
2000,0.5505
3000,0.567
4000,0.58725
5000,0.6042
6000,0.6248333333333334
7000,0.6428571428571429
8000,0.668
9000,0.6802222222222222
10000,0.6955
11000,0.7069090909090909
12000,0.72275
13000,0.7313076923076923
14000,0.7442142857142857
15000,0.7528666666666667
16000,0.763375
17000,0.7729411764705882
18000,0.7795
19000,0.7887368421052632
20000,0.7968
21000,0.8012380952380952
22000,0.8075454545454546
23000,0.8151304347826087
24000,0.8197916666666667
25000,0.82528
26000,0.8307692307692308
27000,0.8350740740740741
28000,0.83975
29000,0.8459310344827586
30000,0.8502
31000,0.852741935483871
32000,0.855375
33000,0.8613636363636363
34000,0.863
35000,0.8664571428571428
36000,0.8706944444444444
37000,0.8736486486486487
38000,0.8778421052631579
39000,0.8829743589743589
40000,0.884975
