Iteration,Avg Throughput
1000,0.273
2000,0.2955
3000,0.2936666666666667
4000,0.28975
5000,0.299
1000,0.272
2000,0.25
3000,0.2613333333333333
4000,0.26675
5000,0.28
6000,0.285
7000,0.2935714285714286
8000,0.29625
9000,0.3026666666666666
10000,0.301
11000,0.3037272727272727
12000,0.3066666666666666
13000,0.3112307692307692
14000,0.3142857142857143
15000,0.3166666666666666
16000,0.3154375
17000,0.3171764705882353
18000,0.3212777777777778
19000,0.3233157894736842
20000,0.3264
21000,0.3276666666666666
22000,0.3290909090909091
23000,0.3314347826086956
24000,0.3331666666666666
25000,0.33508
26000,0.3366923076923077
27000,0.3385555555555555
28000,0.3409285714285714
29000,0.3427931034482758
30000,0.3455666666666667
31000,0.3476774193548387
32000,0.35025
33000,0.3514545454545454
34000,0.3538235294117647
35000,0.3551714285714286
36000,0.3569722222222222
37000,0.3588648648648648
38000,0.359921052631579
39000,0.3604615384615384
40000,0.361575
