Iteration,Avg Throughput
1000,0.596
2000,0.6205
3000,0.636
4000,0.657
5000,0.6856
6000,0.6991666666666667
7000,0.71
8000,0.73125
9000,0.7516666666666667
10000,0.7668
11000,0.7889090909090909
12000,0.8078333333333333
13000,0.8216153846153846
14000,0.8407857142857142
15000,0.8597333333333333
16000,0.8744375
17000,0.8884117647058823
18000,0.9029444444444444
19000,0.9148947368421052
20000,0.9286
21000,0.9407619047619048
22000,0.9509090909090908
23000,0.959391304347826
24000,0.9683333333333334
25000,0.98004
26000,0.9916923076923077
27000,1.001777777777778
28000,1.0104642857142858
29000,1.018
30000,1.0253
31000,1.032645161290323
32000,1.0408125
33000,1.048818181818182
34000,1.0540588235294115
35000,1.0607714285714285
36000,1.0667777777777778
37000,1.0718918918918918
38000,1.0775
39000,1.0824615384615384
40000,1.0872
41000,1.091439024390244
42000,1.0963095238095235
43000,1.1001627906976743
44000,1.1038409090909092
45000,1.1068444444444443
46000,1.1101739130434782
47000,1.1130425531914894
48000,1.116083333333333
49000,1.1206326530612245
50000,1.12348
51000,1.1266078431372548
52000,1.1294423076923077
53000,1.1326603773584905
54000,1.1351481481481482
55000,1.1383454545454543
56000,1.1414285714285717
57000,1.1434736842105264
58000,1.146103448275862
59000,1.1484745762711863
60000,1.1506666666666667
61000,1.1524590163934427
62000,1.1549354838709678
63000,1.1574920634920636
64000,1.15878125
65000,1.1611384615384617
66000,1.1632272727272728
67000,1.1645074626865672
68000,1.1665735294117647
69000,1.1680289855072463
70000,1.1693571428571428
71000,1.170830985915493
72000,1.1724583333333334
73000,1.1733835616438355
74000,1.1757027027027027
75000,1.1774266666666666
76000,1.179421052631579
77000,1.1817662337662338
78000,1.1830384615384617
79000,1.1840886075949366
80000,1.1859
81000,1.1870740740740742
82000,1.1887682926829268
83000,1.1892530120481928
84000,1.1906071428571428
85000,1.1922941176470587
86000,1.193395348837209
87000,1.1947241379310345
88000,1.196465909090909
89000,1.1978876404494383
90000,1.1989222222222222
91000,1.1995274725274725
92000,1.2004673913043478
93000,1.2014193548387098
94000,1.2026914893617022
95000,1.2036631578947368
96000,1.2044791666666668
97000,1.2049690721649484
98000,1.2057857142857142
99000,1.2072222222222222
100000,1.20822
101000,1.2094851485148514
102000,1.2104509803921568
103000,1.211485436893204
104000,1.2122884615384617
105000,1.2130285714285711
106000,1.2138867924528305
107000,1.2148411214953272
108000,1.215962962962963
109000,1.2175229357798163
110000,1.2187454545454546
111000,1.219927927927928
112000,1.221107142857143
113000,1.2222300884955752
114000,1.2231666666666667
115000,1.223895652173913
116000,1.224896551724138
117000,1.2261880341880342
118000,1.2273305084745765
119000,1.2280084033613443
120000,1.229175
121000,1.229586776859504
122000,1.230795081967213
123000,1.231609756097561
124000,1.232524193548387
125000,1.2334
126000,1.2345714285714289
127000,1.2356377952755906
128000,1.236546875
129000,1.2374651162790695
130000,1.2383153846153847
131000,1.2387251908396946
132000,1.2396136363636363
133000,1.2402631578947367
134000,1.241544776119403
135000,1.242125925925926
136000,1.242529411764706
137000,1.243
138000,1.243963768115942
139000,1.2446546762589927
140000,1.2453642857142857
141000,1.2460921985815605
142000,1.2464295774647889
143000,1.2471398601398602
144000,1.2474444444444444
145000,1.247703448275862
146000,1.2480068493150684
147000,1.248544217687075
148000,1.2492094594594594
149000,1.2498590604026845
150000,1.2504466666666667
151000,1.250907284768212
152000,1.251375
153000,1.2519411764705883
154000,1.2527077922077925
155000,1.2529032258064516
156000,1.253301282051282
157000,1.2539745222929937
158000,1.2544873417721518
159000,1.2549496855345912
160000,1.2551625
161000,1.2559503105590062
162000,1.2565246913580246
163000,1.2570981595092026
164000,1.2574756097560975
165000,1.2579030303030303
166000,1.2583975903614455
167000,1.2588323353293414
168000,1.2592738095238096
169000,1.2597633136094677
170000,1.2601411764705883
171000,1.2604269005847952
172000,1.2611686046511628
173000,1.2617745664739883
174000,1.2623045977011491
175000,1.2627142857142857
176000,1.2628409090909092
177000,1.2630677966101695
178000,1.263488764044944
179000,1.264217877094972
180000,1.264588888888889
181000,1.2648397790055248
182000,1.2652747252747252
183000,1.265551912568306
184000,1.2660489130434782
185000,1.2662162162162165
186000,1.2665645161290322
187000,1.267042780748663
188000,1.2672978723404256
189000,1.2677089947089948
190000,1.2681631578947368
191000,1.2686596858638743
192000,1.268802083333333
193000,1.2691295336787565
194000,1.2694948453608248
195000,1.2696358974358974
196000,1.2699081632653062
197000,1.2702842639593908
198000,1.2706666666666666
199000,1.2708040201005024
200000,1.271325
201000,1.271641791044776
202000,1.271881188118812
203000,1.2722758620689656
204000,1.2726617647058824
205000,1.2727219512195125
206000,1.2728980582524272
207000,1.2730434782608695
208000,1.2732884615384616
209000,1.2734976076555025
210000,1.2737
211000,1.2737867298578198
212000,1.2738820754716982
213000,1.2742910798122065
214000,1.2747757009345797
215000,1.2749488372093023
216000,1.2753287037037038
217000,1.2756405529953918
218000,1.2758440366972477
219000,1.2762785388127853
220000,1.2765045454545454
221000,1.2768642533936652
222000,1.2771171171171172
223000,1.2776681614349776
224000,1.2775223214285714
225000,1.2779111111111112
226000,1.2778805309734511
227000,1.2782070484581498
228000,1.2785263157894735
229000,1.2787117903930132
230000,1.279091304347826
231000,1.2792597402597403
232000,1.2793620689655172
233000,1.279480686695279
234000,1.27967094017094
235000,1.2801021276595743
236000,1.280334745762712
237000,1.2804430379746836
238000,1.2806008403361344
239000,1.280916317991632
240000,1.2812791666666667
241000,1.2813402489626555
242000,1.2815537190082644
243000,1.2818724279835392
244000,1.2818811475409837
245000,1.282138775510204
246000,1.282170731707317
247000,1.2822793522267206
248000,1.282625
249000,1.2828032128514055
250000,1.282856
251000,1.283011952191235
252000,1.2833611111111112
253000,1.2835652173913044
254000,1.283755905511811
255000,1.2838470588235291
256000,1.284171875
257000,1.2844591439688715
258000,1.2847248062015504
259000,1.2847297297297298
260000,1.2848692307692309
261000,1.285015325670498
262000,1.2852251908396946
263000,1.2853536121673004
264000,1.2854431818181815
265000,1.285743396226415
266000,1.2858684210526317
267000,1.2860411985018727
268000,1.286141791044776
269000,1.2863011152416357
270000,1.2866851851851853
271000,1.2866752767527676
272000,1.287033088235294
273000,1.2872710622710624
274000,1.287529197080292
275000,1.2878290909090908
276000,1.2881376811594203
277000,1.288231046931408
278000,1.2883776978417265
279000,1.2885017921146953
280000,1.2887071428571428
281000,1.2888220640569394
282000,1.2890283687943265
283000,1.2892826855123676
284000,1.2893978873239436
285000,1.289480701754386
286000,1.2895594405594406
287000,1.2896689895470383
288000,1.2898784722222223
289000,1.2900173010380622
290000,1.2903551724137932
291000,1.2904295532646048
292000,1.2907328767123287
293000,1.2906382252559727
294000,1.2908061224489795
295000,1.290779661016949
296000,1.2909121621621622
297000,1.2911616161616162
298000,1.2914261744966442
299000,1.2916354515050168
300000,1.2916966666666667
301000,1.2919501661129569
302000,1.2920331125827815
303000,1.2920825082508252
304000,1.292200657894737
305000,1.292327868852459
306000,1.292428104575163
